City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,arman,59.7,150.1667,-16.66,77,100,3.91,RU,1675914944
358,vallenar,-28.5708,-70.7581,22.23,59,7,0.74,CL,1675914945
359,plettenberg bay,-34.0527,23.3716,17.94,83,13,2.16,ZA,1675914820
360,jasa tomic,45.4469,20.8553,-4.94,72,0,1.75,RS,1675914945
361,mopti,14.6667,-4.0,23.02,33,0,3.09,ML,1675914945
362,nalut,30.3333,10.85,7.34,89,59,7.52,LY,1675914946
363,kloulklubed,7.0419,134.2556,28.28,75,100,5.68,PW,1675914753
364,talara,-4.5772,-81.2719,24.17,83,78,2.8,PE,1675914946
365,san cristobal,7.7669,-72.225,20.1,74,24,0.25,VE,1675914724
366,bitung,1.4451,125.1824,30.47,65,99,5.47,ID,1675914946
367,portel,-1.9356,-50.8211,22.96,97,97,1.14,BR,1675914947
368,dudinka,69.4058,86.1778,-19.1,94,100,7.39,RU,1675914947
369,atar,20.5169,-13.0499,21.01,21,100,0.94,MR,1675914947
370,lajas,18.05,-67.0593,24.43,66,3,0.89,PR,1675914948
371,thompson,55.7435,-97.8558,-12.91,72,100,5.66,CA,1675914887
372,meulaboh,4.1363,96.1285,28.76,66,79,1.28,ID,1675914948
373,mecca,21.4267,39.8261,17.74,41,55,2.12,SA,1675914944
374,tweed,44.4751,-77.3162,1.55,92,95,1.13,CA,1675914948
375,bathsheba,13.2167,-59.5167,25.34,78,40,8.75,BB,1675914949
376,moose factory,51.2585,-80.6094,-15.0,85,100,1.03,CA,1675914949
377,wonthaggi,-38.6044,145.5913,22.74,64,5,2.73,AU,1675914949
378,nogent-le-rotrou,48.3333,1.0,-4.64,55,1,0.78,FR,1675914949
379,muros,42.7762,-9.0603,6.02,85,0,4.33,ES,1675914950
380,shubarkuduk,49.1447,56.4872,-18.93,99,59,2.08,KZ,1675914950
381,praya,14.9215,-23.5087,20.3,77,75,5.66,CV,1675914950
382,taoudenni,22.6783,-3.9836,19.18,19,98,5.85,ML,1675914950
383,watsa,3.0372,29.5355,16.44,42,30,0.73,CD,1675914951
384,trairi,-3.2778,-39.2689,24.65,79,100,2.68,BR,1675914897
385,korla,41.7597,86.1469,-0.81,58,49,2.65,CN,1675914951
386,waipawa,-41.4122,175.5153,13.48,80,96,4.45,NZ,1675914951
387,kieta,-6.2167,155.6333,29.23,70,100,3.18,PG,1675914952
388,morondava,-20.2833,44.2833,24.87,86,99,2.43,MG,1675914952
389,boende,-0.2167,20.8667,20.88,93,49,1.41,CD,1675914952
390,banyo,6.75,11.8167,19.05,22,43,1.55,CM,1675914952
391,ternate,0.8,127.4,28.26,70,75,4.54,ID,1675914953
392,gannan,47.9147,123.5031,-12.07,77,98,3.48,CN,1675914953
393,bambous virieux,-20.3428,57.7575,27.34,83,75,5.14,MU,1675914889
394,lebu,-37.6167,-73.65,14.75,95,5,4.59,CL,1675914953
395,saint anthony,45.0205,-93.218,1.96,80,0,4.12,US,1675914954
396,mayo,38.8876,-76.5119,9.49,70,0,2.57,US,1675914874
397,orcopampa,-15.2661,-72.3417,8.4,80,100,1.29,PE,1675914954
398,santa fe,-31.6333,-60.7,25.0,75,92,0.89,AR,1675914954
399,floriano,-6.7669,-43.0225,23.16,55,82,0.25,BR,1675914955
400,viedma,-40.8135,-62.9967,18.42,68,61,4.36,AR,1675914660
401,comodoro rivadavia,-45.8667,-67.5,26.92,28,0,8.23,AR,1675914955
402,tazmalt,36.3868,4.3989,8.16,91,96,1.81,DZ,1675914955
403,datong,40.0936,113.2914,-1.58,78,100,5.01,CN,1675914955
404,bahia honda,22.9036,-83.1592,22.92,84,14,4.34,CU,1675914956
405,manaus,-3.1019,-60.025,24.28,94,75,1.54,BR,1675914956
406,eureka,40.8021,-124.1637,8.15,93,37,1.89,US,1675914956
407,solwezi,-12.1688,26.3894,15.33,97,99,3.27,ZM,1675914957
408,amaigbo,5.7892,7.8383,24.63,86,71,1.09,NG,1675914957
409,bengkulu,-3.8004,102.2655,28.52,63,96,2.2,ID,1675914950
410,kununurra,-15.7667,128.7333,34.99,49,10,4.63,AU,1675914957
411,hamilton,39.1834,-84.5333,10.4,94,100,4.12,US,1675914824
412,port macquarie,-31.4333,152.9167,26.05,58,100,5.54,AU,1675914957
413,nsanje,-16.92,35.262,23.03,96,96,0.93,MW,1675914958
414,turukhansk,65.8167,87.9833,-22.45,96,100,3.86,RU,1675914958
415,kitgum,3.2783,32.8867,20.97,35,52,1.33,UG,1675914958
416,gao,16.6362,1.637,22.44,15,0,4.97,ML,1675914959
417,kirakira,-10.4544,161.9205,28.97,75,100,3.85,SB,1675914959
418,socastee,33.6835,-78.9984,14.02,94,0,1.54,US,1675914945
419,robat karim,35.4846,51.0829,2.92,75,75,5.14,IR,1675914959
420,hambantota,6.1241,81.1185,28.19,78,20,4.12,LK,1675914830
421,college,64.8569,-147.8028,-14.68,84,75,0.0,US,1675914960
422,iralaya,15.0,-83.2333,24.5,85,15,6.22,HN,1675914960
423,mokhsogollokh,61.4681,128.9203,-36.23,94,86,1.18,RU,1675914960
424,mongoumba,3.6415,18.5936,19.2,31,4,1.1,CF,1675914960
425,mersing,2.4312,103.8405,27.95,78,40,4.12,MY,1675914961
426,victoria,22.2855,114.1577,23.31,81,96,5.36,HK,1675914782
427,palmer,42.1584,-72.3287,4.49,69,75,3.09,US,1675914919
428,katherine,-14.4667,132.2667,34.18,55,0,1.03,AU,1675914961
429,popova,42.9603,131.7228,-6.98,64,5,1.84,RU,1675914962
430,hervey bay,-25.2986,152.8535,26.91,58,83,9.64,AU,1675914963
431,jumla,29.2747,82.1838,10.27,27,29,1.34,NP,1675914964
432,shingu,33.7333,135.9833,11.72,34,56,1.57,JP,1675914937
433,san luis,-33.295,-66.3356,22.36,54,6,5.12,AR,1675914964
434,ahipara,-35.1667,173.1667,20.85,56,27,4.47,NZ,1675914909
435,sinsheim,49.2529,8.8787,-1.42,76,2,1.76,DE,1675914965
436,caravelas,-17.7125,-39.2481,23.97,87,41,2.33,BR,1675914943
437,queanbeyan,-35.35,149.2333,22.0,73,75,0.51,AU,1675914967
438,bani walid,31.7566,13.9942,10.44,69,12,12.37,LY,1675914967
439,mayumba,-3.432,10.6554,25.45,89,75,3.43,GA,1675914961
440,sungairaya,0.7,108.9,29.63,67,94,1.97,ID,1675914968
441,izumo,35.3667,132.7667,7.97,61,75,6.69,JP,1675914968
442,junin,-34.5838,-60.9433,23.76,42,0,1.3,AR,1675914969
443,kaeo,-35.1,173.7833,24.62,53,82,1.89,NZ,1675914969
444,mandera,3.9366,41.867,24.25,60,20,2.04,KE,1675914970
445,viljoenskroon,-27.2084,26.9485,16.75,86,100,2.4,ZA,1675914970
446,taperoa,-7.2075,-36.8267,21.54,81,99,3.69,BR,1675914971
447,cape coast,5.1053,-1.2466,25.6,89,100,3.01,GH,1675914972
448,zaykovo,57.5613,62.7568,-13.2,93,78,2.46,RU,1675914973
449,tongchuan,35.0806,109.0897,2.36,83,93,0.71,CN,1675914973
450,atlantic beach,30.3344,-81.3987,19.01,89,40,3.6,US,1675914870
451,olavarria,-36.8927,-60.3225,19.45,65,27,3.86,AR,1675914974
452,udayagiri,20.1333,84.3833,26.17,17,2,1.17,IN,1675914974
453,pierre,44.3683,-100.351,4.51,69,100,7.72,US,1675914702
454,bairiki,1.3292,172.9752,30.0,74,75,7.72,KI,1675914894
455,sawtell,-30.3833,153.1,24.01,73,75,3.6,AU,1675914975
456,lasa,46.6166,10.7002,-5.91,70,32,0.8,IT,1675914976
457,ayame,5.6083,-3.1563,23.22,96,61,0.6,CI,1675914976
458,renqiu,38.6989,116.0936,3.18,52,100,1.99,CN,1675914977
459,luderitz,-26.6481,15.1594,16.97,96,67,4.5,NA,1675914978
460,listvyanka,51.8535,104.8693,-11.79,88,100,3.17,RU,1675914978
461,salalah,17.0151,54.0924,19.05,63,0,1.03,OM,1675914944
462,salinopolis,-0.6136,-47.3561,25.02,88,99,3.54,BR,1675914979
463,san patricio,28.017,-97.5169,13.8,78,67,1.87,US,1675914923
464,sokoni,-6.4333,39.55,26.92,78,100,3.76,TZ,1675914979
465,los andes,-32.8337,-70.5983,21.67,39,0,0.79,CL,1675914980
466,vestmannaeyjar,63.4427,-20.2734,-1.4,57,100,15.07,IS,1675914813
467,singapore,1.2897,103.8501,30.14,71,75,4.63,SG,1675914892
468,ambulu,-8.345,113.6058,29.61,67,90,1.26,ID,1675914980
469,mackay,-21.15,149.2,28.71,72,97,10.05,AU,1675914981
470,rockport,28.0206,-97.0544,13.89,100,0,2.57,US,1675914981
471,kundiawa,-6.0167,144.9667,23.22,79,81,0.72,PG,1675914982
472,santiago del estero,-27.7951,-64.2615,28.49,42,90,2.68,AR,1675914699
473,gagra,43.3283,40.2239,0.51,76,90,3.96,GE,1675914983
474,zhanaozen,43.3,52.8,-3.56,54,93,7.36,KZ,1675914983
475,diplo,24.4667,69.584,23.05,44,2,4.17,PK,1675914984
476,brazzaville,-4.2658,15.2832,25.17,88,91,0.51,CG,1675914985
477,zhigansk,66.7697,123.3711,-40.4,95,100,4.56,RU,1675914987
478,bam,29.106,58.357,11.99,36,79,2.85,IR,1675914988
479,cam ranh,11.9214,109.1591,28.98,65,40,3.6,VN,1675914990
480,maceio,-9.6658,-35.7353,23.69,94,20,1.03,BR,1675914760
481,celestun,20.8667,-90.4,25.97,64,58,5.91,MX,1675914991
482,bagan,54.1001,77.6646,-26.57,100,100,0.4,RU,1675914992
483,whitehorse,60.7161,-135.0538,-4.57,63,20,6.17,CA,1675914780
484,port hedland,-20.3167,118.5667,35.03,55,0,6.17,AU,1675914992
485,lagoa formosa,-18.7786,-46.4075,18.9,85,100,1.24,BR,1675914993
486,aktau,43.65,51.2,-9.68,66,93,7.45,KZ,1675914993
487,along,28.1667,94.7667,18.25,52,89,0.71,IN,1675914993
488,barra patuca,15.8,-84.2833,24.26,84,12,5.57,HN,1675914994
489,marzuq,14.4,46.4667,17.93,27,55,0.23,YE,1675914994
490,marawi,7.9986,124.2928,23.86,79,96,3.46,PH,1675914900
491,sulangan,11.1373,123.7228,26.29,80,100,6.7,PH,1675914994
492,honiara,-9.4333,159.95,29.81,67,53,2.56,SB,1675914995
493,paamiut,61.994,-49.6678,-1.86,87,100,11.17,GL,1675914974
494,kondinskoye,59.6481,67.41,-16.3,98,77,3.37,RU,1675914995
495,nueva florida,-6.9526,-76.613,22.99,87,97,0.85,PE,1675914995
496,zhezkazgan,47.8043,67.7144,-21.01,77,40,9.0,KZ,1675914996
497,shimanovsk,52.0,127.7,-17.13,89,64,4.38,RU,1675914996
498,grand-santi,4.25,-54.3833,21.95,100,100,1.06,GF,1675914996
499,pundaguitan,6.3711,126.1689,26.97,77,91,4.81,PH,1675914997
500,sayat,38.7839,63.8803,1.93,74,98,6.46,TM,1675914997
501,gorlice,49.6556,21.1604,-9.46,94,10,1.75,PL,1675914997
502,tatarskaya kargala,51.9495,55.1731,-15.99,95,100,2.7,RU,1675914998
503,berndorf,47.9457,16.1097,-2.25,86,3,2.26,AT,1675914998
504,najran,17.4924,44.1277,13.36,42,19,0.84,SA,1675914635
505,batemans bay,-35.7167,150.1833,20.05,90,100,3.07,AU,1675914998
506,poli,-3.3333,36.8,17.15,82,94,1.09,TZ,1675914998
507,aguazul,5.1728,-72.5471,25.12,60,56,1.36,CO,1675914437
508,ponta delgada,37.7333,-25.6667,12.4,71,75,3.09,PT,1675914942
509,ramsgate,51.3358,1.4155,2.59,80,92,0.89,GB,1675914999
510,cockburn town,21.4612,-71.1419,24.79,77,9,11.12,TC,1675914659
511,buala,-8.145,159.5921,28.56,75,97,2.1,SB,1675914999
512,pauini,-7.7136,-66.9764,23.12,98,99,0.47,BR,1675915000
513,altamira,-3.2033,-52.2064,22.12,99,99,0.95,BR,1675915000
514,alfred,42.2542,-77.7906,3.55,77,99,1.79,US,1675915000
515,sandnessjoen,66.0217,12.6316,1.29,82,100,10.36,NO,1675915001
516,tahta,26.7693,31.5021,10.11,63,100,1.99,EG,1675915001
517,ola,59.5833,151.2833,-16.59,73,100,3.05,RU,1675915001
518,huarmey,-10.0681,-78.1522,22.44,85,8,2.48,PE,1675915001
519,bayangol,50.6977,103.4656,-13.42,78,96,0.96,RU,1675915002
520,kisangani,0.5167,25.2,19.69,96,67,1.17,CD,1675915002
521,paracuru,-3.41,-39.0306,27.28,79,100,3.5,BR,1675915002
522,carutapera,-1.195,-46.02,24.33,90,100,1.79,BR,1675914992
523,yinchuan,38.4681,106.2731,0.65,56,4,2.35,CN,1675915002
524,huinan,42.6225,126.2614,-4.24,66,100,1.55,CN,1675915003
525,pemberton,50.3164,-122.8027,-2.49,96,100,1.58,CA,1675915003
526,southbridge,42.0751,-72.0334,4.33,67,32,0.89,US,1675915003
527,pangai,-19.8,-174.35,29.06,65,75,1.03,TO,1675915004
528,guanare,9.0418,-69.7421,25.67,60,40,0.82,VE,1675915004
529,nelson bay,-32.7167,152.15,24.44,76,100,8.49,AU,1675915004
530,trois-rivieres,46.3501,-72.5491,-4.03,81,75,1.03,CA,1675914878
531,skjervoy,70.0311,20.9714,1.0,91,100,6.75,NO,1675915004
532,jucas,-6.5253,-39.5275,20.59,53,96,0.53,BR,1675915005
533,bogande,12.9714,-0.1436,23.41,15,20,4.03,BF,1675915005
534,bashtanka,47.4072,32.4387,-7.45,78,5,4.3,UA,1675915005
535,granja,-3.1203,-40.8261,22.48,95,78,1.16,BR,1675915006
536,ballina,-28.8667,153.5667,27.79,65,100,4.42,AU,1675915006
537,sao joao da barra,-21.6403,-41.0511,22.8,92,100,3.83,BR,1675915006
538,davila,18.4726,120.5763,28.99,62,18,2.55,PH,1675914969
539,ajdabiya,30.7554,20.2263,10.74,54,0,10.14,LY,1675915006
540,eatonton,33.3268,-83.3885,14.64,88,100,2.51,US,1675915007
541,orotukan,62.2667,151.7,-34.93,97,42,0.24,RU,1675915007
542,baymak,52.5933,58.3225,-11.35,93,100,4.59,RU,1675915007
543,georgetown,5.4112,100.3354,28.96,83,20,2.06,MY,1675914934
544,bulgan,48.8125,103.5347,-11.72,75,78,1.38,MN,1675915008
545,gigmoto,13.7796,124.39,27.3,75,98,6.57,PH,1675915008
546,hualmay,-11.0964,-77.6139,22.41,85,24,3.18,PE,1675915008
547,toguchin,55.2353,84.3858,-19.51,100,97,0.71,RU,1675915009
548,nuuk,64.1835,-51.7216,-2.62,96,100,8.18,GL,1675914940
549,doba,8.65,16.85,21.05,19,8,1.84,TD,1675915009
550,pechenga,69.5259,31.1703,0.49,82,100,16.3,RU,1675915009
551,vostok,46.4856,135.8833,-18.12,81,90,4.47,RU,1675914952
552,xining,36.6167,101.7667,-2.1,45,2,1.63,CN,1675915010
553,broken hill,-31.95,141.4333,33.65,12,0,3.91,AU,1675915010
554,bambanglipuro,-7.95,110.2833,28.28,75,95,6.28,ID,1675915010
555,tarko-sale,64.9225,77.785,-16.48,94,93,7.73,RU,1675915011
556,roman,46.9167,26.9167,-13.91,96,21,1.22,RO,1675915011
557,sinnamary,5.3833,-52.95,23.99,90,99,4.73,GF,1675914595
558,aitape,-3.1374,142.3475,25.75,90,100,6.05,PG,1675915011
559,saint-francois,46.4154,3.9054,-5.74,93,3,0.0,FR,1675915012
560,ustye,59.6304,39.736,-4.82,97,100,2.79,RU,1675915012
